"","BC.r1","BC.r2","BC.r3","Pre.r1","Pre.r2","Pre.r3","Pos.r1","Pos.r2","Pos.r3"
"PHYBL_159919T0",387,447,467,415,315,399,259,259,342
"PHYBL_159934T0",955,988,915,694,456,435,316,311,315
"PHYBL_159938T0",1164,1311,1042,1323,998,837,468,358,449
"PHYBL_159940T0",356,435,464,373,333,295,350,296,252
"PHYBL_159954T0",0,0,0,0,0,0,0,0,0
"PHYBL_159960T0",643,729,657,508,414,406,195,252,234
"PHYBL_159965T0",847.217829062084,801.160451345949,801.339029568957,631.374362037286,581.824233628116,379.418418210848,608.895547724606,412.276581046877,516.675979756998
"PHYBL_159966T0",847.217829062084,801.160451345949,801.339029568957,631.374362037286,581.824233628116,379.418418210848,608.895547724606,412.276581046877,516.675979756998
"PHYBL_159968T0",535,619,516,843,490,725,373,369,661
"PHYBL_159977T0",204,122,155,485,319,333,210,141,176
"PHYBL_159981T0",1163,1209,1421,846,732,605,437,217,223
"PHYBL_159993T0",6794.61825621121,7642.54343856354,7694.48731453178,5501.88303785397,5570.6427108793,4204.31157268858,5279.61882578358,4258.22817330573,4982.08176741192
"PHYBL_159998T0",95.0399218918925,102.683590734991,129.307361817592,58.9087615112363,50.0728681655175,44.4790885792526,142.310234630668,67.6444082332025,75.4170086171031
"PHYBL_160003T0",1608,2131,2001,1185,1113,1404,602,567,855
"PHYBL_160007T0",23,13,38,27,21,23,17,24,39
"PHYBL_160008T0",21292.4197501927,29107.282164768,31033.985822081,18613.4192077933,17267.7279010675,14547.9136176684,21145.531494758,20333.9136715811,22932.212734252
"PHYBL_160013T0",13775,16541,17976,17223,11165,11536,22975,23245,17899
"PHYBL_16001T0",2030,1728,2328,921,606,562,864,807,824
"PHYBL_160031T0",722,858,722,1082,879,786,324,212,277
"PHYBL_160032T0",125,121,135,130,87,102,115,93,103
"PHYBL_160038T0",909,993,1270,297,326,213,520,541,645
"PHYBL_160042T0",246,278,239,277,187,165,167,160,172
"PHYBL_160052T0",329.734632227807,374,541,436,452.813417574842,282,151,141,138
"PHYBL_160054T0",63.085112998206,111.959377664661,103.420578811853,52.2579329925605,27.2572214235977,16.9326693893798,35.7109062430197,64.8949463664613,56.5727604779411
"PHYBL_160055T0",182.519615336847,116.849693530471,114.76886891042,53.4501808237491,48.3994308161136,56.012571857775,59.1429787335455,25.5452274488605,16.0160701289165
"PHYBL_160056T0",124.28829559491,111.953949303387,147.992594898738,93.8091897695169,53.3464959017903,65.7742247273664,36.317502688044,32.8719697895234,43.7258051201467
"PHYBL_160068T0",1017,1396,1320,1626,1231,1347,1113,861,1187
"PHYBL_160077T0",202,204,317,175,182,167,154,121,146
"PHYBL_160079T0",927.665805796611,1078.02398882444,1128.16121183182,1260.20358355192,831.891533072203,984.10850634863,609.368889524418,528.899987502408,696.159138396828
"PHYBL_160080T0",254,323,408,661,276,345,163,178,222
"PHYBL_160087T0",2180,2800,3067,2801,2156,2369,1994,1661,2016
"PHYBL_160094T0",378,266,359,605,475,320,210,178,232
"PHYBL_160104T0",337,526,653,369,282,386,142,144,239
"PHYBL_160106T0",1838.54487400574,1664.38544085212,2236.53751725952,4377.42191613031,2817.80173968743,1785.41109830513,1636,1320.59831768594,2080
"PHYBL_160109T0",195,132,206,190,127,185,215,281,323
"PHYBL_160131T0",0,0,0,0,0,0,0,0,0
"PHYBL_160132T0",0,4.12843396465065,10.8454809794343,0,0,7.63392857142857,0,0,6.57093636417526
"PHYBL_160140T0",268,236,394,402,305,193,229,195,160
"PHYBL_160146T0",260,268,284,333,252,239,120,85,106
"PHYBL_160148T0",279.59560778886,277.564653363287,269.292628520651,265.637374011478,221.931610772704,172.273523734949,124.458417620334,107.236946331673,131.40293850303
"PHYBL_160149T0",0,0,0,0,0,0,0,0,0
"PHYBL_160154T0",2640,2827,2533,2675,2794,1543,1712,1099,1317
"PHYBL_160155T0",513,608,893,849,538,617,426,394,584
"PHYBL_160160T0",104,100,136,168,126,75,136,101,117
"PHYBL_160165T0",1016,937,912,1091,853,838,706,879,718
"PHYBL_160169T0",1305,1480,1894,4849,3307,2805,1492,1154,1637
"PHYBL_160170T0",582,609,693,1083,862,566,451,384,492
"PHYBL_160173T0",0,0,0,0,0,0,0,0,0
"PHYBL_160174T0",0,0.25,0.75,0.25,0.25,0,0,0,0
"PHYBL_160176T0",0,0.285714285714286,0.166666666666667,0,0,0.2,0,0,0.125
"PHYBL_160182T0",451,478,518,475,421,294,382,280,302
"PHYBL_160195T0",0,1.97954566477392,0,3.98771700078837,0,0,0,0,0
"PHYBL_160196T0",0,0,0,0,0,0,0,0,3
"PHYBL_160202T0",763,900,801,1555,1123,1028,410,308,423
"PHYBL_160206T0",1039,1100,1445,1522,1094,1015,853,651,796
"PHYBL_160215T0",6064,7563,5837,3863,3665,2968,1569,1403,2121
"PHYBL_160216T0",129,114,133,164,109,81,51,41,71
"PHYBL_160218T0",279.59560778886,277.564653363287,269.292628520651,265.637374011478,221.931610772704,172.273523734949,124.458417620334,107.236946331673,131.40293850303
"PHYBL_160219T0",15.9633803256089,6.92717812381699,5.69128649813836,7.23956857008859,12.8171160459451,16.9326693893798,21.7519786559681,11.0306311114868,26.7957966999708
"PHYBL_160230T0",32975.5365979079,38968.8613969595,32504.1821169981,21341.5388837851,22568.2542911985,15322.5313711406,17178.4771795454,11723.8180263574,19216.7035932828
"PHYBL_160235T0",409,479,485,427,333,325,178,152,198
"PHYBL_160236T0",740,909,941,972,765,760,662,529,576
"PHYBL_160237T0",0,0,0,0,0,0,0,0,0
"PHYBL_160243T0",1523,2027,2385,2173,1885,1682,1461,1443,1517
"PHYBL_160252T0",487,505,550,747,442,716,325,290,347
"PHYBL_160253T0",78.504507359639,105.245945471906,291.842391588333,201.77319494456,228.56594974105,162.821173900166,164.985979003751,98.7663123076561,166.664408102346
"PHYBL_160258T0",115,143,123,159,111,103,53,34,49
"PHYBL_160265T0",970,1070,1088,1662,1447,1194,860,676,912
"PHYBL_160266T0",188.701709631285,278.887693222429,361.125089801862,162.540244248106,90.2000100009791,123.69340405957,67.5775737912705,75.802042719127,112.125504090709
"PHYBL_160267T0",9.5,15,35.5,8.5,5.5,11,7,3.5,4.5
"PHYBL_160268T0",63.085112998206,111.959377664661,103.420578811853,52.2579329925605,27.2572214235977,16.9326693893798,35.7109062430197,64.8949463664613,56.5727604779411
"PHYBL_160269T0",1051,1215,1255,875,654,708,663,579,713
"PHYBL_160282T0",682,894,938,795,708,580,473,391,431
"PHYBL_16029T0",2199,2418,2445,2330,1897,1486,1298,1077,1346
"PHYBL_160306T0",16524.0463417241,18810.0794540829,18353.0463650873,12909.9022631471,13276.5121567299,9579.95988745753,12091.4955025754,9371.7664552123,13301.4984354923
"PHYBL_160317T0",17714.9303526742,20902.987352359,20783.1554014257,9848.94592150487,10129.4545464419,7902.96289832595,11960.0971941847,10482.1439363889,12837.0339408819
"PHYBL_160321T0",103,98,82,360,199,127,180,95,134
"PHYBL_160325T0",0,1.63489687515296,5.08947014264945,1.36065439032193,4.93596457559631,2.29540034954925,6.82784778382334,4.31653694759251,3.13565800296907
"PHYBL_160326T0",200,238,328,290,203,272,126,148,164
"PHYBL_160328T0",159,192,209,341,172,224,181,191,146
"PHYBL_160329T0",1,1,0,1,1,0,3,9,3
"PHYBL_160337T0",0,0,0,0,0,0,0,0,0
"PHYBL_160339T0",0,0.285714285714286,0.166666666666667,0,0,0,0,0,0.125
"PHYBL_160340T0",15.9633803256089,6.92717812381699,5.69128649813836,7.23956857008859,12.8171160459451,16.9326693893798,21.7519786559681,11.0306311114868,26.7957966999708
"PHYBL_160341T0",279.59560778886,277.564653363287,269.292628520651,265.637374011478,221.931610772704,172.273523734949,124.458417620334,107.236946331673,131.40293850303
"PHYBL_160359T0",115,141,200,182,131,184,81,76,96
"PHYBL_160360T0",2465,2548,2172,1528,1463,846,837,501,790
"PHYBL_160363T0",1470,1297,1919,3052,2100,1860,1038,934,1173
"PHYBL_160366T0",0,0,0,0,0,0,0,0,0
"PHYBL_160368T0",0,0,0,0,0,0,0,0,0
"PHYBL_160369T0",0,0,0,0,0,0,0,0,0
"PHYBL_160398T0",774,766,918,1656,956,1012,609,503,513
"PHYBL_160404T0",188,192,236,126,71,97,80,116,116
"PHYBL_16040T0",147,144,213,192,129,160,177,205,156
"PHYBL_160426T0",269,264,311,454,260,246,171,153,200
"PHYBL_160427T0",174,203,211,492,387,344,199,133,212
"PHYBL_160428T0",358,303,337,492,359,309,331,244,279
"PHYBL_160448T0",83,119,107,152,111,90,99,54,68
"PHYBL_160457T0",2344,5231,9705,148,63,797,179,394,976
"PHYBL_160460T0",421,395,456,628,406,354,220,172,231
"PHYBL_160462T0",2111,2412,2339,2965,1858,2282,1637,1430,1701
"PHYBL_160489T0",208,200,146,863,727,672,400,309,310
"PHYBL_160494T0",1771,1911,1621,2320,1967,1732,1352,1094,1592
"PHYBL_160496T0",0,0,0,0,0,0,0,0,0
"PHYBL_160497T0",0,0,0,0,0,0,0,0,0
"PHYBL_160498T0",0,0,1.00433023022561,0,0,0,1,0,0
"PHYBL_160501T0",285,223,295,396,281,257,214,182,156
"PHYBL_160511T0",3.00290709477003,0,0,1.0216950787725,0,0,1.00650369188769,1.01046521591507,0
"PHYBL_160512T0",0,0,0,0,0,0,0,0,0
"PHYBL_160513T0",0,0,0,0,0,0,0,0,0
"PHYBL_160529T0",0,1.37195193914903,0,0,0,0,0,0,0
"PHYBL_160534T0",125,152,119,160,138,120,55,59,81
"PHYBL_160541T0",9204.00423819506,10664.2212824647,10901.5574656929,8753.12480774386,7756.79768926593,6624.6877106266,5545.41085503212,4774.7605359247,5689.01765873233
"PHYBL_160546T0",69,77,90,217,131,97,142,140,134
"PHYBL_160554T0",382,413,511,680,417,479,252,187,284
"PHYBL_160555T0",193,222,277,334,175,197,87,106,133
"PHYBL_160559T0",1130,1162,1108,1637,1154,1216,698,523,796
"PHYBL_160561T0",486,552,573,521,355,383,277,274,294
"PHYBL_160563T0",1354,1770,1503,1287,1047,924,765,634,847
"PHYBL_160567T0",128,148,216,231,134,214,91,112,83
"PHYBL_160568T0",2793,3279,3511,8958,6232,6518,3731,2273,3275
"PHYBL_160578T0",2699,3721,3743,868,661,747,274,403,539
"PHYBL_160579T0",0,0,0,0,0,0,0,0,0
"PHYBL_160580T0",1.18492974699057,0,0,0,1.11808119856162,0,1.0947358193527,0,1.02363067490289
"PHYBL_160582T0",170,164,163,336,286,299,213,238,266
"PHYBL_160584T0",137,124,149,189,137,118,103,87,73
"PHYBL_160592T0",620,665,731,1020,846,1065,842,661,1166
"PHYBL_160595T0",4.2774714303307,21.051868905526,10.2206314599705,17.6131005111591,14.1979322710508,7.10231823733686,8.99091423033147,15.6194048726443,18.1401412354286
"PHYBL_160603T0",0,0,0,0,0,0,0,0,0
"PHYBL_160608T0",1149,1392,1519,1825,1186,1327,912,813,849
"PHYBL_160615T0",162,144,181,169,120,160,148,108,120
"PHYBL_160621T0",4.85221918524447,11.5884521274066,6.26639317827039,1.51977016515328,0,1.85298092534114,4.62486811353512,0,3.04285609287405
"PHYBL_160622T0",17.9224620515064,40.5962673190647,46.8649544169793,16.9778645870578,13.495436221235,11.7053571428571,5.56782421707641,8.19110464411279,22.9982772746134
"PHYBL_160624T0",48.6478778956799,63.1077590468327,47.1044302050654,39.9572943615859,51.7224931300917,16.9458790532464,16.2128325047725,8.35886024687331,35.7466174233525
"PHYBL_160625T0",0,0,0,1.05513220794353,2,0,0,0,0
"PHYBL_160636T0",1022,1156,1310,1169,789,929,822,756,815
"PHYBL_160645T0",173,252,263,299,217,251,200,225,223
"PHYBL_160647T0",698,888,988,640,422,531,525,456,642
"PHYBL_160650T0",1248,1548,1081,1184,1061,889,280,147,271
"PHYBL_160659T0",0,0,0,0,0,0,0,0,0
"PHYBL_160660T0",0,0,0,0,0,0,0,0,0
"PHYBL_160668T0",255,225,340,664,321,441,214,167,257
"PHYBL_160672T0",1151,1617,1390,1477,1398,495,268,230,264
"PHYBL_160676T0",0,0,0,0,0,0,0,0,0
"PHYBL_160680T0",0,0,0,0,0,0,0,0,0
"PHYBL_160687T0",271,293,302,784,630,503,305,164,259
"PHYBL_160698T0",368,366,307,263,197,139,4,2,5
"PHYBL_160700T0",360,332,505,649,515,329,301,245,193
"PHYBL_160701T0",1380,1273,1499,1489,1242,694,675,454,526
"PHYBL_160707T0",524,514,569,1291,818,887,483,340,398
"PHYBL_160708T0",412,421,459,260,222,244,217,206,208
"PHYBL_160709T0",920,1032,1262,984,576,722,1069,1044,1375
"PHYBL_160711T0",1399,1619,2141,1205,937,901,452,385,501
"PHYBL_160715T0",0,0,0,0,0,0,0,0,0
"PHYBL_160717T0",10,11,26.3369457181147,8.20695025789253,8,9,10,8,9
"PHYBL_160723T0",1959,1868,1939,2631,2387,1408,1313,939,1341
"PHYBL_160724T0",149,159,174,246,131,201,1010,1524,1110
"PHYBL_160726T0",1252,1541,2454,179,114,152,209,430,394
"PHYBL_160748T0",285,304,329,617,455,555,288,218,312
"PHYBL_160753T0",246,259,284,286,221,233,256,302,215
"PHYBL_160771T0",6140,6206,6471,5775,5919,3412,2645,1563,2356
"PHYBL_160780T0",2161,2478,2468,1367,925,811,1194,1093,918
"PHYBL_160783T0",2508,2423,2838,3546,2727,1962,1857,1314,1489
"PHYBL_160784T0",10.3223700412015,11.9332957675275,16.9848710605554,3.81839959204261,1.27110193209953,5.45787328071041,3.91236082627432,8.75942597205733,7.38356571562722
"PHYBL_160785T0",1.89197041300962,0,1.5598285366367,1.88624665679041,1.89779571861117,0,3.66983210639606,2.38106125395699,1.23205056828278
"PHYBL_160787T0",1.27348531255729,0,2.18371750998291,5.87665153783054,1.6728514197364,0,0,0,2.15641092043956
"PHYBL_160788T0",1154.58559830847,1098.44053628829,1093.59916514093,500.471654724432,472.566080796507,345.019042093086,359.347412773716,249.721768235746,283.306777999883
"PHYBL_160789T0",15.9633803256089,6.92717812381699,5.69128649813836,7.23956857008859,12.8171160459451,16.9326693893798,21.7519786559681,11.0306311114868,26.7957966999708
"PHYBL_160790T0",2.40713717382874,4.90823999030228,0,4.93891996295895,2.3607919641374,0,2.74418479540183,0,0
"PHYBL_160791T0",0,0,0,0,0,0,0,0,0
"PHYBL_160793T0",0,0.285714285714286,0,0,0,0,0,0,0.125
"PHYBL_160796T0",35.7675456402373,35.1519402782261,40.0162524713826,13.9943011117249,13.7844349912448,10.5707274106914,9.43032423705403,7.45304053724286,13.0444595744796
"PHYBL_160797T0",1.2719675050972,7.45968045942262,2.30107454064642,3.13434054310947,0,1.19011629544147,0,1.16610703351281,0
"PHYBL_160799T0",1.89197041300962,0,1.5598285366367,1.88624665679041,1.89779571861117,0,3.66983210639606,2.38106125395699,1.23205056828278
"PHYBL_160800T0",0,0,0,0,1.75068220417815,0,0,0,0
"PHYBL_160803T0",2816,2810,3354,5821,3999,3157,1566,1206,1902
"PHYBL_160804T0",39,39,49,79,73,83,36,19,35
"PHYBL_160812T0",5718,6171,7003,9921,7378,5235,4025,3191,3832
"PHYBL_160813T0",199,199,252,290,217,229,190,165,192
"PHYBL_160815T0",104.100936621571,104.989157618998,113.423913585359,50.0104894942168,16.9306157444211,40.7130753786926,38.2000441661845,26.9902698277967,35.1083692464438
"PHYBL_160817T0",1.37505294122263,0,0,0,0,0,0,0,0
"PHYBL_160818T0",0,0,0,0,0,0,0,0,0
"PHYBL_160827T0",668,624,647,729,511,448,357,378,392
"PHYBL_160832T0",214,264,316,262,193,207,156,197,173
"PHYBL_160839T0",290,325,303,352,240,253,197,170,251
"PHYBL_160840T0",2809,3624,3378,4134,3096,2821,2066,1880,2433
"PHYBL_160842T0",975,1241,1146,1027,981,795,739,535,697
"PHYBL_160843T0",9808,9791,9938,17473,14646,9031,5677,3420,5485
"PHYBL_160855T0",0,1,0,0,0,0,0,0,0
"PHYBL_160856T0",982,1141,1016,1415,1170,804,560,408,465
"PHYBL_160858T0",307,410,459,327,212,230,128,159,186
"PHYBL_160860T0",562,570,788,143,79,173,582,806,824
"PHYBL_160862T0",56.9954595878798,90.0289916206847,130.167212179775,65.4942449096238,30.8025870267255,53.7010554333086,51.225880728218,59.4124630940835,75.8700289632059
"PHYBL_160863T0",85.4903534282331,105.889576514488,141.927849593745,56.2184906804111,40.1803024823071,39.6052462078355,38.4490518205738,32.7609381704024,39.6920183849642
"PHYBL_160866T0",85.4903534282331,105.889576514488,141.927849593745,56.2184906804111,40.1803024823071,39.6052462078355,38.4490518205738,32.7609381704024,39.6920183849642
"PHYBL_160867T0",1154.58559830847,1098.44053628829,1093.59916514093,500.471654724432,472.566080796507,345.019042093086,359.347412773716,249.721768235746,283.306777999883
"PHYBL_160868T0",0,0,0,0,1,2,0,0,2.15641092043956
"PHYBL_160870T0",1.89197041300962,0,1.5598285366367,1.88624665679041,1.89779571861117,0,3.66983210639606,2.38106125395699,1.23205056828278
"PHYBL_160880T0",0,0,0,0,0,0,0,0,0
"PHYBL_160881T0",0,0,0,0,0,0,0,0,0
"PHYBL_160882T0",905.302030344662,962.736137714442,1179.31140439544,951.420630530315,642.124800029602,617.819858085567,235.917346414216,188.616383806649,308.196333421366
"PHYBL_160883T0",35,71,70,27,15,37,29,35,27
"PHYBL_160884T0",4646,4616,4235,5355,4648,3085,1908,1400,2248
"PHYBL_160885T0",845,415,666,580,527,302,389,394,334
"PHYBL_160889T0",1501,1784,1945,3449,2025,2051,1347,1211,1381
"PHYBL_160890T0",17.9224620515064,40.5962673190647,46.8649544169793,16.9778645870578,13.495436221235,11.7053571428571,5.56782421707641,8.19110464411279,22.9982772746134
"PHYBL_160891T0",26.7987228863658,44.578687670291,50.8137072036617,13.9874367124093,8,19.7733992325276,3,8.75164194202397,11.111614020113
"PHYBL_160892T0",0,0,1.55254500380887,0,0,0,0,0,0
"PHYBL_160893T0",5.73865712068025,19.9149802583291,16.6409356687104,11.2440237136726,0,10.2584790371219,5.25642862786366,3.8955845097009,5.89891281929092
"PHYBL_160895T0",0,0,0,0,0,0,0,0,0
"PHYBL_160898T0",2,10,10,13.3080560862443,4,5.21656258253542,9,6,2
"PHYBL_160900T0",0,0.326325218822167,8.43323340911917,0,0.243402634298025,0.464342413755301,0.818808772896958,0.259106356800964,1.05268657488796
"PHYBL_160902T0",17.6781747600952,34.1701740473637,33.3071694677173,5.60588726539509,15.8588540424409,13.4538828275194,16.9683732337528,9.18373364281046,13.2404478730947
"PHYBL_160903T0",9.5,15,35.5,8.5,5.5,11,7,3.5,4.5
"PHYBL_160904T0",127.670733891406,175.373698691672,132.476011212982,71.1051561234935,38.2585064040067,51.5241018322733,27.004734868744,28.0525743814421,52.3759093604176
"PHYBL_160906T0",8.63858432091736,5.32697217669866,15.3504767030444,0,0,0,0,0,0
"PHYBL_160911T0",1503.34855925213,1733.84714827935,2071.66828959953,776.457862515684,616.380888631379,634.265405752056,496.097161490109,371.425549277753,538.240053869654
"PHYBL_160912T0",10.3223700412015,11.9332957675275,16.9848710605554,3.81839959204261,1.27110193209953,5.45787328071041,3.91236082627432,8.75942597205733,7.38356571562722
"PHYBL_160913T0",0,0,0,0,0,0,0,0,0
"PHYBL_160915T0",0,0.285714285714286,0.166666666666667,0,0,0.2,0,0,0.125
"PHYBL_160916T0",111.249827082625,120.806321836937,151.607902797363,182.940211591557,118.687994212088,98.9967174272943,62.6879403812999,73.6340727495251,139.695651229472
"PHYBL_160917T0",0,0,0,62.9372789998677,45.1653514698583,44.6878027869949,28.2922102686041,38.5922339386863,64.784993156463
"PHYBL_160919T0",0,0,0,0,0,0,0,0,0
"PHYBL_160920T0",0,0,0,0,0,0,0,0,0
"PHYBL_160921T0",0,0,0,0,0,0,0,0,0
"PHYBL_160923T0",0,0,1.10089546935528,0,0,0,0,0,0
"PHYBL_160927T0",0,0,0,0,0,0,0,0,0
"PHYBL_160929T0",0,0,0,0,0,2.91818332672969,0,0,0
"PHYBL_160930T0",0,1.12240189802244,0,1.04918275149093,0,0,0,0,0
"PHYBL_160931T0",0,0,0,0,0,0,0,0,0
"PHYBL_160932T0",0,0,0,0,0,0,0,0,0
"PHYBL_160934T0",0,1,0,0,0,0,1,0,0
"PHYBL_160935T0",0,0,0,0,0,0,0,0,0
"PHYBL_160936T0",0,0,1,16.4357223714251,2.49201623195478,9.77757625651487,3.42764348845607,10.3615343070498,2.19390622301236
"PHYBL_160937T0",0,0,0,0,0,0,0,0,0
"PHYBL_160940T0",0,0,0,0,0,0,0,0,5
"PHYBL_160943T0",0,0,0,0,0,1,0,0,0
"PHYBL_160955T0",128,164,171,40,43,26,119,701,117
"PHYBL_160960T0",168,313,352,365,256,330,341,647,605
"PHYBL_160961T0",301,275,350,406,276,293,166,120,232
"PHYBL_160962T0",1465,1778,2016,1596,1237,1298,848,626,886
"PHYBL_160972T0",0,0,0,0,0,0,0,0,5
"PHYBL_160977T0",0,0,0,0,0,0,0,0,0
"PHYBL_160978T0",0,0,0,0,0,0,0,0,0
"PHYBL_160990T0",2446,2906,2761,2666,1784,1822,1050,1062,1543
"PHYBL_160992T0",255,229,317,738,399,322,99,71,114
"PHYBL_160999T0",32,23,44,6,6,5,8,6,8
"PHYBL_161012T0",896,845,951,694,485,453,240,205,278
"PHYBL_161018T0",304,386,358,487,313,233,202,178,262
"PHYBL_161025T0",9,10,12,13,1,8,3,9,9
"PHYBL_161028T0",0,0,0,0,0,0,0,0,0
"PHYBL_161047T0",0,3,0,0,2,0,0,0,0
"PHYBL_161056T0",1152,1356,2151,2383,1676,1684,1871,1691,2320
"PHYBL_161062T0",1483,1307,1607,1419,1012,593,1420,1271,1203
"PHYBL_161064T0",486.100225541574,721.09762240417,659.27099652638,245.572015005127,238.49635912529,195.204457520995,142.510469806354,98.2685845597495,134.959438756285
"PHYBL_161070T0",2,2,0,0,1,1,4,2,3
"PHYBL_161078T0",54,47,48,19,11,13,21,13,29
"PHYBL_161081T0",18,23,21,2,4,4,5,2,3
"PHYBL_161082T0",23.2582331210428,33.9187506787866,39.5371706116246,18,1.04467143444942,15,8,4,5
"PHYBL_161090T0",207,262,336,156,123,137,232,266,280
"PHYBL_161098T0",77,96,136,181,109,133,73,101,106
"PHYBL_161099T0",493,446,529,450,297,539,516,466,481
"PHYBL_161100T0",5,4,3,5,2,5,17,20,26
"PHYBL_161111T0",9,8,11,24,28,30,19,33,19
"PHYBL_161126T0",742,956.890753372191,1084,746,526,449,326,293.812657805049,384.546560159903
"PHYBL_161132T0",366,503,578,475,332,352,341,318,394
"PHYBL_161133T0",102,100,150,166,100,109,93,67,87
"PHYBL_161141T0",34,50,62,120,68,96,192,253,266
"PHYBL_161163T0",0,1,0,2,0,0,3,2,4
"PHYBL_161187T0",3355,3702,5566,6515,4402,3955,1600,1454,1572
"PHYBL_161189T0",870,924,1147,2119,1170,1240,1050,1052,975
"PHYBL_161194T0",448,627,635,347,235,211,157,118,160
"PHYBL_161197T0",22,15,32,6,0,2,2,7,43
"PHYBL_161207T0",372,486,449,644,495,417,256,229,266
"PHYBL_161208T0",0,0,0,0,0,0,0,0,0
"PHYBL_161209T0",158,136,135,786,475,584,369,152,337
"PHYBL_161210T0",1,0,0,0,0,0,0,0,0
"PHYBL_161214T0",579,730,591,905,661,856,276,187,378
"PHYBL_161215T0",13.2656514707032,20.2884886185035,21.8946692019692,24.1492092176498,20.8309349596244,16.1476793357729,6.81664910150315,7.24109166066013,15.6728278565155
"PHYBL_161216T0",124,88,94,3,2,2,55,83,76
"PHYBL_161219T0",35,48,31,50,25,40,56,85,51
"PHYBL_161239T0",4,9.07864022902394,10,9.60185648182522,11.8457713081673,6,6,6,5
"PHYBL_161250T0",26.6004919076626,20.7936874284232,26.0679810345332,49.9288142180546,23.4994075641976,23.9577538303527,19.1529806097218,12.5952090845691,9.29118399169987
"PHYBL_161253T0",44,66,61,151,116,84,101,100,94
"PHYBL_161270T0",16,12,17,11,4,5,5,1,0
"PHYBL_161274T0",365,364,348,449,353,224,211,132,191
"PHYBL_161279T0",220,256,189,282,240,187,119,87,117
"PHYBL_161284T0",930,1034,1181,1167,781,801,482,311,512
"PHYBL_161286T0",516,682,717,757,456,631,982,757,1133
"PHYBL_161288T0",688,702,669,1101,605,750,1069,886,1119
"PHYBL_161291T0",61.5776649865209,27.9653860677205,35.4533742627262,39.6595778161974,8.44608054770725,0,34.3553114830588,0,35.9452854198818
"PHYBL_161297T0",12.0117488308328,19.0149549081477,13.0319585261321,22.0246068509709,13.028377005517,17.0512525378888,7.0172483199013,11.0753737884448,8.04548105940896
"PHYBL_161300T0",2334,2708,2397,5731,3980,3996,10930,12236,11045
"PHYBL_161308T0",0,2,1,20,12,11,4,1,2
"PHYBL_161316T0",233,221,248,206,163,172,128,147,156
"PHYBL_161319T0",357.140320749088,336.572801206961,451.292751650775,369.335855363092,294.388607933123,221.997548383224,376.769719654911,224.935309199492,232.82707968358
"PHYBL_161331T0",220,222,306,247,163,203,135,119,140
"PHYBL_161334T0",495,688,759,1354,1770,1061,1423,782,839
"PHYBL_161351T0",2,4,3,10,8,11,11,6,10
"PHYBL_161353T0",29.4569755020477,38.1574417606982,49.7351977634653,213.302107910437,91.4944460789846,129.050050885574,121.979772006507,119.546735680591,155.124464467143
"PHYBL_161357T0",648,689,1177,946,578,741,484,438,458
"PHYBL_161361T0",287,299,296,476,338,253,174,137,143
"PHYBL_161362T0",41.9100523355458,66.2344186347155,62.4095906760616,65.6921776392693,40.0271248835887,32.8548366813157,41.2425457019992,27.0300774937452,47.4996945886842
"PHYBL_161365T0",312,461,564,1005,785,805,888,1163,1037
"PHYBL_161375T0",7,3,9,7,3,2,9,11,8
"PHYBL_161376T0",0,3,4,2,7,3,7,16,9
"PHYBL_161387T0",18.6268537082905,44.7272220119483,53.3165470866944,66.9561142279578,52.3153106621453,34.1892844897459,63.2252959314747,56.2370958852422,67.4223295897761
"PHYBL_161389T0",267,213,257,198,102,230,146,141,136
"PHYBL_161391T0",2.27407510906306,28.0922141751923,13.5969449577394,10.5466054021042,31.5521742139982,44.7560439452996,0,37.6572586729347,24.6024495987772
"PHYBL_161398T0",191,233,214,110,77,71,52,53,34
"PHYBL_161399T0",1,6,2,1,0,0,3,0,0
"PHYBL_161405T0",157,157,115,524,199,335,612,698,515
"PHYBL_161409T0",157,147,183,227,122,158,75,74,86
"PHYBL_161412T0",11,9,24,185,87,100,394,433,306
"PHYBL_161422T0",34,51,68,153,106,176,45,46,42
"PHYBL_161425T0",191,139,160,56,50,28,3,3,8
"PHYBL_161431T0",365,352,470,691,539,433,268,250,226
"PHYBL_161433T0",449,351,616,55,47,45,89,79,110
"PHYBL_161438T0",0,0,0,0,0,0,0,0,0
"PHYBL_161441T0",16,17,24,6,2,16,11159,15504,12219
"PHYBL_161456T0",14.7135629185185,1.69834324769106,13.7999309436906,9.75999947758674,5.60636168945488,11.911780016694,4,3,11
"PHYBL_161469T0",2717,2999,2937,2441,1932,1756,1682,1467,1738
"PHYBL_161479T0",0,0,2.4157908307132,0,0,0,0,0,0
"PHYBL_161482T0",0,0,0,0,0,0,0,0,0
"PHYBL_161484T0",0,0,0,0,1.60403387053717,0,1.22219919327145,0,0
"PHYBL_161486T0",0,0,0,0,0,0,0,0,1
"PHYBL_161487T0",0,0,0,0,0,0,0,0,0
"PHYBL_161489T0",0,0,0,0,0,0,0,0,0
"PHYBL_161491T0",0,1,0,0,0,0,0,1.03608781402705,0
"PHYBL_161492T0",0,0,0,0,0,0,2,0,0
"PHYBL_161494T0",0,1.09995530795186,0,0,0,0,0,0,1.10441712449654
"PHYBL_161495T0",0,0,0,0,0,0,1,0,0
"PHYBL_161496T0",0,10.2061961920365,2.12950088202624,59.507719451181,29.0534857615025,28.5689348476421,52.7482565105158,42.9336923675616,64.6395097598025
