"","BC.r1","BC.r2","BC.r3","Pre.r1","Pre.r2","Pre.r3","Pos.r1","Pos.r2","Pos.r3"
"PHYBL_8458T0",69.8759399899064,52.3432508464621,56.0361996071958,66.8968355748967,73.0431743425392,50.2016388022831,35.260482102243,24.4385316179308,21.4848109701705
"PHYBL_8505T0",0.266646516714828,0.187282573305825,0.753327403750798,3.13233568009427,0.933184788349666,1.48258149575025,0,0.60407233346782,0.667082312955359
"PHYBL_85757T0",94.9250080754489,117.304315816856,45.4646835588791,22.9293012019787,38.7236406644465,38.3220733049992,3.74855636021362,10.1851987392786,5.86346975326669
"PHYBL_85761T0",77.7440224189049,100.255858693932,51.5050819802347,35.2382956542798,51.9114675780673,24.0850782464512,20.2356083611805,17.0966499071811,18.4716112033953
"PHYBL_85834T0",277.639974162852,278.583647243745,153.29316945605,273.172906613158,279.073278381918,178.360151165856,85.3904387766904,67.3201767379359,82.0564909368142
"PHYBL_85836T0",15.2313580782539,14.7433610446177,10.036762650743,41.9521484635574,28.2948588696666,39.58914681729,6.86557573029509,3.38859688604179,6.12659758070234
"PHYBL_85837T0",173.075641521663,171.703314248637,97.1985862153144,173.455997794429,193.485826595385,125.43973617656,64.456142773445,47.9672899459179,62.6406135338089
"PHYBL_85839T0",9.25925581212855,11.7379312910333,7.55876632091404,12.2971187649913,10.2797542694822,15.1431099285299,3.71322442757181,2.97562269196904,3.83095558770015
"PHYBL_85840T0",0.550564727223777,0.516468203366715,0.329251261824767,62.6648739405116,68.3803179452283,35.0261894912244,11.839473933793,9.29488517083923,12.046458691025
"PHYBL_85885T0",0.91005944595723,1.49582304128201,0.826545151750261,1.27093705001417,0.982366498037337,1.64573542237749,0.398905603696647,0.362965969458262,0.5240375936288
"PHYBL_85899T0",1.3898150795344,2.15236712485739,1.41920968809274,4.6887451562859,3.1048322734216,6.90257990362579,0.709357386127687,0.441756979563529,0.95122283992193
"PHYBL_85927T0",3.30000705551798,4.89094628386809,2.71745145213247,13.9844735748193,9.87200181968538,17.0690491340192,2.44014375061289,1.69391132361142,3.12388208967994
"PHYBL_85972T0",1.96434654587978,2.90472595353121,1.84195612973511,4.39190253837174,3.10790622422452,5.8761452182341,0.811883437985595,0.683516122069267,0.999251375690679
"PHYBL_8604T0",3.37414031405527,6.77989734312558,4.9548248253308,4.96801938525936,1.28028384022822,8.07782092104125,12.4725216598534,16.1750165463238,16.1640121881989
"PHYBL_86071T0",1.80426549100336,1.76920559655046,1.14820731551246,1.10569852183977,0.629874456038622,1.09388385042496,1.84532587350914,1.31172121778025,1.69991626444887
"PHYBL_86119T0",10.8244590116427,14.2473215843376,8.90060153978904,15.6920238482378,13.9124012758983,17.8140609970791,5.86683986260706,6.45781600565927,7.01122222817456
"PHYBL_86149T0",4.1056261683056,4.70459866494855,2.44378949545832,2.8919529036273,2.59580658273446,3.55608608494956,1.61997171844236,1.45812918253156,1.8702599400242
"PHYBL_86154T0",7.643257528232,13.2916719776626,8.33731858265782,11.6400892527486,9.43433720699693,14.9622333785968,3.63702847427755,3.52993162538269,6.54893759516705
"PHYBL_86155T0",0.110162371674058,0.103702410109284,0.0900924483779688,0.205640721909997,0.142146181937302,0.245069754542447,0.110661607378921,0.0534421509138113,0.0546420004616383
"PHYBL_86166T0",4.93885376051643,6.39280800431963,3.85197138189049,5.56554247806881,4.87764041837816,6.70958144166575,1.91775572571781,1.51841798988345,1.86582553845056
"PHYBL_86187T0",1.58948054949057,1.550193453493,1.02079080669418,14.2866335011363,10.8465758510458,16.3799483868734,3.71978374392315,3.43114826816653,4.78098899679858
"PHYBL_86209T0",5.05885267702524,7.08959078750968,4.613611079904,14.5037607134173,8.8663966151505,12.9047078897199,1.51597005208179,1.34810540588822,1.75836381069622
"PHYBL_86228T0",33.2778325891062,39.2360040409726,18.2017053561855,29.6353570879354,22.6501343484118,26.0794097626823,23.2779775272786,19.1002958627308,27.7809282316026
"PHYBL_86310T0",2.47177356657509,3.49653650836987,2.2606987244548,4.32114845938695,3.67299636210471,5.51834884547365,0.729607747991955,0.540542750258699,0.752560489806767
"PHYBL_86317T0",7.68780727215809,10.6815387527986,5.49479567338521,5.69265881585089,6.056555843772,8.92345748861889,1.60652732006536,1.80869149894986,2.46485920057926
"PHYBL_86337T0",5.40359263030692,7.77568365728814,5.63830561560047,5.9091662217003,4.66897793146755,6.7789451147741,1.94228533462263,2.10430527000603,3.11229047001328
"PHYBL_86363T0",2.63995806197529,3.43065260124233,1.94132282412347,4.95398547534984,3.86305247972431,5.87638052526301,0.828284894493574,0.720427265948953,1.05225015544054
"PHYBL_86366T0",23.6251720165001,31.3234252869886,15.5255913129465,11.5124660272987,11.7579963746194,16.3579522306335,2.43693092440093,2.24433892783372,3.45871887467238
"PHYBL_86371T0",14.6554472804392,21.2562341875388,16.0290567637673,6.51213073272866,7.29294242482385,8.67478406728528,0.979656348727474,0.789763946886534,1.51728826965873
"PHYBL_86385T0",0.722897507554727,0.794583254049445,0.730399732350016,1.07863000018376,0.92681930358054,1.14075655112259,0.306949741015915,0.264723999869635,0.33376248240078
"PHYBL_86467T0",3.64289899504984,4.46752825949411,2.57554386659459,5.51355602869199,4.35316929340506,7.15877215282905,3.95751405906657,4.33359273089978,4.35439458473873
"PHYBL_86476T0",7.73096326809397,9.47659182857526,12.1910698747365,0.00780037856309484,0.0184617170640309,0.0112694083391241,0.778515017860852,1.08726865172304,0.921636818780878
"PHYBL_86520T0",4.1474086743515,6.19638004887842,3.27915153042658,5.05524836371224,4.49803327763226,5.76541166962612,2.09811272688687,2.02851542715216,2.64909139339896
"PHYBL_86588T0",6.55562489607803,6.93365935590842,4.47563172129168,17.3831600295837,13.07401058619,13.385638511932,5.79223064123204,4.16401399332238,5.95392524814136
"PHYBL_86639T0",2.95595253414624,4.04249499132306,3.0511841478642,5.2181286269492,4.02428406145652,6.97770575132048,1.25243777149269,1.16781148038001,1.60589621758119
"PHYBL_86650T0",48.7868913138537,71.9342420024926,38.0591276619606,52.1470062289701,52.1212027799726,67.3344541086571,5.72484434051718,5.60955669070064,9.77476850859988
"PHYBL_86668T0",10.1587708740853,13.0070134834752,7.03845198346018,10.4084718487766,10.5817317038176,10.4000417839992,2.76391316957519,1.70622720237352,3.14858988200944
"PHYBL_87100T0",0,0,0,0,0,0,0,0,0
"PHYBL_87121T0",132.303048912712,194.633565649645,74.4983010517218,29.0427334093655,41.1042296218832,20.7095982296096,9.8119757143452,8.67089208990862,10.1024309661813
"PHYBL_87177T0",5.19046404614673,6.9727969924279,3.78610166581983,14.9598213514507,14.2554948754629,19.4340210276066,3.65797885042103,2.35776771902907,4.02338159692072
"PHYBL_87294T0",3.94681842201198,5.77132003156943,3.24484270148312,3.60918736483204,3.19281764185281,5.27270663035399,2.55732648677258,2.33280336576399,3.45354671305277
"PHYBL_87308T0",13.9089816234205,20.2849984403248,10.2793331138603,26.4664508436625,24.7756727093909,29.5232726600392,11.7387279926023,12.1450252718893,15.5647477059453
"PHYBL_87319T0",10.3945865040355,14.1838291643583,7.94940422150843,17.9798698101539,18.0380217428022,22.7906030310532,10.7553528475491,8.9423552366528,13.9553567651717
"PHYBL_87352T0",21.1990704237739,34.3260280134859,20.6213192565874,22.6623418211352,19.0389211465374,29.9230867997483,4.95098210289901,3.35648196106083,7.29690005634213
"PHYBL_87354T0",2.69053077658234,4.37961172245332,2.64884497557339,5.29283709881509,4.70954967327239,6.51812592739486,2.07668215868452,1.42713464089549,2.28107279161579
"PHYBL_87361T0",22.8363734588564,37.9850985658621,21.2675189231769,35.5237983756931,25.2020157875649,42.3671256996822,19.851946124972,19.1489435466002,19.644633494449
